Leaf Structure Index,Chlorophyll index,Water index,Cellulose Absorption Index,Nitrogen Related Index NRI1510,Nitrogen Related Index NRI850,Disease Water Stress Index 1,Disease Water Stress Index 2,Disease Water Stress Index 3,Disease Water Stress Index 4,Chlorophyll content
9.810215329999999456e-01,2.232035667999999973e+00,1.310404000000000083e-02,-4.029722070000000267e-01,3.630097030000000169e-01,6.838608499999999646e-01,1.498551493999999984e+00,1.536593824000000108e+00,4.458789562999999845e+00,2.901735964999999862e+00,1.118528309999999998e-01
9.622935729999999577e-01,2.684941194999999947e+00,1.279880800000000006e-02,-4.190707639999999845e-01,4.462013169999999862e-01,7.382807150000000318e-01,1.493110791000000104e+00,1.875067923000000025e+00,5.123238143000000022e+00,2.732294696999999939e+00,1.286902249999999914e-01
9.911633880000000341e-01,2.688563310000000151e+00,1.415426900000000057e-02,-4.173253539999999817e-01,4.564896500000000246e-01,7.369769090000000134e-01,1.489376414999999954e+00,1.886982310999999912e+00,5.099926177999999588e+00,2.702688916000000052e+00,1.255309039999999987e-01
9.686825620000000248e-01,2.422999016999999977e+00,1.271439400000000039e-02,-4.449804370000000064e-01,4.265028189999999775e-01,7.337162050000000102e-01,1.504178435999999897e+00,1.663277903000000002e+00,5.209210848999999754e+00,3.131894459999999825e+00,1.320452619999999966e-01
9.670245299999999933e-01,2.016260337999999930e+00,1.312593599999999951e-02,-3.965947400000000012e-01,3.078026589999999785e-01,6.436174569999999484e-01,1.467726467999999951e+00,1.404337621000000036e+00,4.019769468999999873e+00,2.862395343999999842e+00,1.031938180000000066e-01
9.754605840000000194e-01,2.243961940999999793e+00,1.399829399999999967e-02,-4.330847469999999921e-01,3.555638569999999832e-01,6.947972999999999510e-01,1.524340411999999922e+00,1.518294763999999963e+00,4.638336530000000124e+00,3.054964451000000025e+00,1.112666870000000030e-01
9.633260700000000343e-01,2.153770552000000116e+00,1.366562900000000032e-02,-4.498453920000000106e-01,3.531946810000000103e-01,6.976206379999999596e-01,1.526180110000000090e+00,1.442070135000000031e+00,4.809348517000000101e+00,3.335030939000000139e+00,1.169865090000000024e-01
9.708962169999999503e-01,2.487597084999999986e+00,1.443388399999999926e-02,-4.544928260000000164e-01,3.804514709999999855e-01,7.243310010000000299e-01,1.556024440999999925e+00,1.652222834000000029e+00,4.876160385000000375e+00,2.951272846000000172e+00,1.174044979999999960e-01
9.566042630000000102e-01,2.107654847000000053e+00,1.263713399999999952e-02,-3.829337150000000078e-01,3.650887139999999809e-01,6.653094259999999815e-01,1.442721810999999965e+00,1.502217281000000071e+00,4.444087058000000034e+00,2.958351706000000192e+00,1.049232429999999994e-01
9.556836440000000543e-01,2.120023572000000023e+00,1.330709799999999984e-02,-4.082864869999999757e-01,3.488435579999999980e-01,6.658701350000000296e-01,1.448967576999999896e+00,1.499478604999999964e+00,4.315516403000000167e+00,2.878011321999999872e+00,1.025000340000000038e-01
9.434131930000000388e-01,2.015701457000000030e+00,1.263627999999999973e-02,-3.994056750000000156e-01,3.339082700000000070e-01,6.379439839999999640e-01,1.421988763999999961e+00,1.444406067000000071e+00,4.190233074000000002e+00,2.901007665999999929e+00,9.746349299999999827e-02
9.633796019999999460e-01,2.455171559000000059e+00,1.175470300000000003e-02,-3.881029879999999821e-01,4.600843720000000192e-01,7.221934740000000019e-01,1.433254811999999934e+00,1.776684378999999980e+00,5.184135139000000336e+00,2.917870613999999918e+00,1.256820290000000007e-01
9.751547250000000000e-01,2.146315496999999795e+00,1.454980699999999967e-02,-4.511288920000000036e-01,2.350024759999999879e-01,6.453191179999999694e-01,1.579175833000000084e+00,1.400444822999999950e+00,3.930476280000000155e+00,2.806591316000000003e+00,8.876524199999999420e-02
9.883656570000000086e-01,2.734238636999999805e+00,1.365888300000000014e-02,-4.361417249999999801e-01,4.362502440000000092e-01,7.413907149999999779e-01,1.523034986000000091e+00,1.912302807000000104e+00,5.442038182000000113e+00,2.845803583999999997e+00,1.170533980000000029e-01
9.533703970000000361e-01,3.228824820999999901e+00,1.184228900000000063e-02,-4.406254620000000233e-01,5.392270460000000432e-01,7.859837539999999789e-01,1.475455431999999956e+00,2.339362937999999836e+00,6.318562595999999587e+00,2.700975763000000196e+00,1.384770949999999945e-01
9.640516099999999478e-01,2.112233202000000087e+00,1.323495000000000053e-02,-3.921934730000000147e-01,3.032406189999999890e-01,6.468850590000000400e-01,1.477628235999999928e+00,1.469568589000000092e+00,3.947578082000000155e+00,2.686215609000000004e+00,9.492359899999999739e-02
9.743299770000000137e-01,2.553387826999999888e+00,1.209090600000000022e-02,-4.260106320000000002e-01,4.738397899999999829e-01,7.403105979999999864e-01,1.459332405000000055e+00,1.819934533999999937e+00,5.558261123000000303e+00,3.054099485000000058e+00,1.258473589999999920e-01
9.937220669999999867e-01,2.133570245000000032e+00,1.102211399999999952e-02,-4.274584260000000024e-01,4.019570570000000065e-01,6.941794700000000207e-01,1.444159656999999930e+00,1.522752620999999973e+00,5.170321779000000006e+00,3.395378675999999984e+00,1.099403409999999970e-01
9.813757889999999984e-01,2.737456013000000077e+00,1.130901699999999933e-02,-3.971983099999999989e-01,5.030189910000000264e-01,7.490102520000000430e-01,1.450792743999999912e+00,1.979547471000000058e+00,5.757964302999999617e+00,2.908727568999999846e+00,1.244765740000000065e-01
9.582362460000000137e-01,2.474527989999999900e+00,1.085004999999999997e-02,-3.806720550000000092e-01,4.308999519999999750e-01,7.000157399999999974e-01,1.424623192000000094e+00,1.810604767999999920e+00,4.621195260000000360e+00,2.552293764999999937e+00,1.073508430000000013e-01
9.760706710000000008e-01,2.267468078999999914e+00,1.218601599999999917e-02,-3.728548019999999852e-01,4.121048580000000183e-01,6.835134569999999909e-01,1.408413990999999976e+00,1.671493745000000031e+00,4.424186083000000380e+00,2.646845729999999897e+00,1.252380140000000086e-01
9.864188310000000515e-01,2.218249029999999955e+00,1.138274599999999914e-02,-4.004482810000000170e-01,4.085298079999999943e-01,6.929959420000000314e-01,1.453443199999999935e+00,1.567683370999999992e+00,4.802366229000000430e+00,3.063352152000000217e+00,1.127982629999999958e-01
9.571624330000000347e-01,2.525819762999999885e+00,1.181285600000000005e-02,-4.378429540000000064e-01,4.627208139999999803e-01,7.371114330000000381e-01,1.440327831000000058e+00,1.828684551999999908e+00,5.687654076000000281e+00,3.110243409000000181e+00,1.258885999999999894e-01
9.636848399999999870e-01,2.335390811999999983e+00,1.218698099999999951e-02,-4.215884320000000129e-01,4.248118439999999940e-01,7.089740490000000506e-01,1.438237910000000008e+00,1.671188357999999985e+00,5.223555940999999869e+00,3.125653621000000104e+00,1.118636890000000023e-01
9.730438479999999890e-01,2.301491180999999830e+00,1.305633800000000067e-02,-4.297790899999999747e-01,3.550106250000000241e-01,6.851333670000000486e-01,1.505710537999999987e+00,1.570308003999999924e+00,4.635022736999999893e+00,2.951664721000000213e+00,9.412193000000000642e-02
9.583763859999999690e-01,2.874002234999999850e+00,1.324882200000000038e-02,-4.350931789999999966e-01,4.648985159999999839e-01,7.507004619999999573e-01,1.498963754000000037e+00,2.013941824999999852e+00,5.281538696000000144e+00,2.622488213000000012e+00,1.260205460000000111e-01
9.707445510000000111e-01,3.013821193000000065e+00,1.261608999999999994e-02,-4.073648429999999765e-01,4.836379969999999862e-01,7.505942709999999796e-01,1.453444999000000015e+00,2.218293849999999789e+00,5.328713335999999856e+00,2.402167475000000163e+00,1.216772559999999975e-01
9.780324860000000342e-01,2.444285617999999882e+00,1.371711599999999968e-02,-4.077734789999999943e-01,3.755800409999999756e-01,7.058105550000000061e-01,1.505977904000000089e+00,1.687073921000000087e+00,4.575276199000000155e+00,2.711959531000000201e+00,1.044299050000000034e-01
9.713891209999999665e-01,2.495574851999999844e+00,1.293791300000000054e-02,-4.021363660000000229e-01,4.311478080000000213e-01,7.177312030000000398e-01,1.450908475000000086e+00,1.798268691999999946e+00,5.089635419000000383e+00,2.830297520999999872e+00,1.064050460000000031e-01
9.669137089999999546e-01,2.126243108999999798e+00,1.322106800000000075e-02,-3.990030500000000258e-01,3.136980790000000185e-01,6.531860860000000546e-01,1.472521627000000111e+00,1.484880143999999902e+00,4.023510849000000000e+00,2.709653614000000044e+00,8.017084700000000341e-02
9.726654639999999796e-01,2.192950531000000147e+00,1.166121300000000013e-02,-3.858807169999999842e-01,3.714425230000000244e-01,6.556266280000000446e-01,1.407974722000000067e+00,1.624146290000000104e+00,4.498796879000000359e+00,2.769945605999999838e+00,7.255350400000000477e-02
9.730699360000000242e-01,2.158849237000000088e+00,1.340293300000000055e-02,-3.999442240000000148e-01,3.393458019999999742e-01,6.679629190000000438e-01,1.479275185999999964e+00,1.516356191000000075e+00,4.435989493000000117e+00,2.925427099999999836e+00,8.419348499999999846e-02
9.771584690000000295e-01,2.130183086999999809e+00,1.122423300000000013e-02,-3.839511130000000105e-01,3.782640939999999952e-01,6.530178279999999669e-01,1.378691349999999982e+00,1.607677376999999908e+00,4.652145202999999896e+00,2.893705708999999793e+00,7.959404600000000163e-02
9.744629759999999807e-01,1.874403794000000012e+00,1.131935400000000022e-02,-4.102720300000000098e-01,3.051399590000000162e-01,6.204614130000000172e-01,1.414131478000000053e+00,1.361020515999999958e+00,4.323253558000000218e+00,3.176479346999999898e+00,8.716018700000000008e-02
9.730418840000000236e-01,2.083880232999999915e+00,1.074914499999999988e-02,-3.799536239999999898e-01,3.407955440000000058e-01,6.364364300000000529e-01,1.410300753000000018e+00,1.528553354000000031e+00,4.002669814999999964e+00,2.618600001999999982e+00,8.297589299999999501e-02
9.814415450000000263e-01,2.630100469999999913e+00,1.339525500000000001e-02,-4.022790549999999965e-01,4.204330339999999833e-01,7.134037349999999833e-01,1.447063546999999950e+00,1.934759796000000032e+00,4.846526479999999637e+00,2.504975806000000027e+00,1.060500929999999981e-01
9.758728899999999928e-01,2.022052602000000032e+00,1.191006900000000056e-02,-3.829607720000000048e-01,3.138483839999999803e-01,6.303100569999999792e-01,1.437639091999999952e+00,1.445426322000000097e+00,3.917262483000000017e+00,2.710108722000000192e+00,8.530189600000000205e-02
9.753078790000000442e-01,2.270868083999999953e+00,1.048807199999999933e-02,-4.217143660000000072e-01,3.874006460000000152e-01,6.768618889999999944e-01,1.412162995999999948e+00,1.685146564999999930e+00,4.705945899999999682e+00,2.792603324999999970e+00,9.283475099999999314e-02
9.834137469999999492e-01,2.142929463999999840e+00,1.228682900000000085e-02,-4.135564970000000229e-01,3.494929350000000046e-01,6.644211540000000138e-01,1.452682376999999914e+00,1.526968069999999900e+00,4.354474677999999876e+00,2.851712988000000060e+00,8.937173599999999329e-02
9.719345780000000490e-01,2.311514768999999969e+00,1.180058399999999938e-02,-3.754493790000000275e-01,3.943560240000000272e-01,6.773805790000000382e-01,1.441010187999999914e+00,1.669799725000000068e+00,4.345255566999999708e+00,2.602261518000000162e+00,9.962540599999999968e-02
9.885584990000000349e-01,2.602939662999999904e+00,1.283060599999999961e-02,-3.927143300000000004e-01,4.488826419999999984e-01,7.227844939999999996e-01,1.454232717000000008e+00,1.893775597999999949e+00,5.231688673999999928e+00,2.762570538999999936e+00,1.045572040000000008e-01
9.765244910000000500e-01,2.050469189000000192e+00,1.111585900000000050e-02,-4.088587269999999774e-01,3.285635000000000083e-01,6.416243369999999890e-01,1.409751321999999973e+00,1.498852532999999987e+00,4.143835333000000176e+00,2.764671800999999984e+00,9.515803999999999929e-02
9.772599560000000407e-01,2.209716219999999787e+00,1.163169499999999919e-02,-3.903925819999999880e-01,4.123838459999999984e-01,6.763102869999999545e-01,1.363918908999999902e+00,1.679033819000000038e+00,4.770024788999999821e+00,2.840934312999999989e+00,1.038018359999999946e-01
9.737529360000000134e-01,2.619305543999999930e+00,1.386374699999999918e-02,-4.235240690000000030e-01,4.118255100000000057e-01,7.238677000000000028e-01,1.499222572000000087e+00,1.838245640000000014e+00,4.958533071999999819e+00,2.697426810000000064e+00,1.075971619999999962e-01
9.906365999999999783e-01,2.167605790000000088e+00,1.168680199999999961e-02,-3.841537680000000066e-01,3.904633149999999775e-01,6.683222699999999961e-01,1.406459298999999996e+00,1.598377173000000040e+00,4.626178482000000258e+00,2.894297141000000018e+00,9.307945800000000380e-02
9.916055289999999856e-01,2.438769429000000155e+00,1.360565099999999986e-02,-4.144115070000000123e-01,4.196213839999999862e-01,7.140649489999999489e-01,1.475818496000000035e+00,1.728086035000000020e+00,5.360244459999999656e+00,3.101838885999999906e+00,8.157046900000000655e-02
9.689340960000000225e-01,2.665579703000000134e+00,1.311574799999999999e-02,-4.478949130000000056e-01,4.367871050000000088e-01,7.387436099999999950e-01,1.495620651999999939e+00,1.854378006999999995e+00,5.331205842000000139e+00,2.874929396000000192e+00,1.102680330000000014e-01
9.704183379999999914e-01,2.488199305999999833e+00,1.408681300000000011e-02,-4.223411309999999808e-01,3.589735259999999872e-01,6.987595089999999454e-01,1.510274326000000000e+00,1.712572549000000111e+00,4.280887422000000164e+00,2.499682378000000149e+00,1.091323200000000049e-01
9.604743860000000133e-01,2.136771060000000055e+00,1.290540800000000016e-02,-4.307707479999999811e-01,3.150047859999999811e-01,6.652699050000000502e-01,1.508147236999999974e+00,1.447234345000000033e+00,4.117324016000000420e+00,2.844960133999999918e+00,1.003641589999999945e-01
9.630299380000000298e-01,2.322528104999999954e+00,1.255318400000000022e-02,-4.351387480000000196e-01,4.373927420000000010e-01,7.193005670000000018e-01,1.450972114999999896e+00,1.638660588000000029e+00,5.275055229000000345e+00,3.219126199000000188e+00,1.210747400000000001e-01
9.766213940000000315e-01,2.105973779999999795e+00,1.252631599999999915e-02,-4.227019000000000193e-01,3.184507879999999846e-01,6.639056819999999970e-01,1.496009847000000059e+00,1.438320421000000016e+00,4.314215968000000068e+00,2.999481829000000044e+00,9.066910300000000089e-02
9.771013920000000130e-01,2.435699769999999820e+00,1.342768100000000034e-02,-4.491765090000000016e-01,4.074831039999999849e-01,7.270832080000000364e-01,1.514177598999999930e+00,1.658708238000000001e+00,5.091021970999999979e+00,3.069269117999999796e+00,1.200362479999999982e-01
9.697826560000000207e-01,2.216200525000000088e+00,1.257094899999999967e-02,-4.278339380000000247e-01,3.670154809999999768e-01,6.885580980000000073e-01,1.484345962999999990e+00,1.533028676000000035e+00,4.585464993999999628e+00,2.991114951000000133e+00,1.115010089999999982e-01
9.724614110000000533e-01,2.239378803999999779e+00,1.183015599999999966e-02,-3.824452529999999850e-01,3.940076610000000090e-01,6.741979670000000091e-01,1.412221506999999932e+00,1.633940530999999918e+00,4.279758817000000271e+00,2.619286769999999986e+00,1.147399780000000064e-01
9.681619190000000374e-01,2.465266909999999978e+00,1.331731899999999934e-02,-4.222096639999999845e-01,4.280969139999999951e-01,7.173614780000000524e-01,1.471953893000000013e+00,1.743571017000000056e+00,5.306843039000000317e+00,3.043663255999999873e+00,1.115695490000000040e-01
9.521247710000000364e-01,2.512214699999999912e+00,1.373855099999999989e-02,-4.331510479999999830e-01,3.980014820000000175e-01,7.170308079999999640e-01,1.496952489999999969e+00,1.748452673000000068e+00,4.931116134999999900e+00,2.820274297000000097e+00,1.163581040000000039e-01
9.956466170000000115e-01,2.540355025999999850e+00,1.406782900000000044e-02,-4.201457659999999761e-01,4.370985669999999934e-01,7.304215080000000526e-01,1.496717096000000025e+00,1.764970554000000025e+00,5.133637122999999747e+00,2.908624797999999956e+00,1.207566499999999932e-01
9.754914730000000533e-01,2.313198230999999883e+00,1.281454199999999995e-02,-4.447114990000000101e-01,4.199343999999999855e-01,7.193428969999999811e-01,1.488192885999999993e+00,1.590953979000000018e+00,5.103977840999999849e+00,3.208124124999999882e+00,1.240617779999999976e-01
9.660267799999999738e-01,2.333095958999999997e+00,1.352874500000000001e-02,-3.936970479999999939e-01,3.797533350000000252e-01,6.865413099999999602e-01,1.464798508000000110e+00,1.638144934999999913e+00,4.229245300999999735e+00,2.581728399000000174e+00,1.103272119999999940e-01
9.768721259999999518e-01,2.415131848000000137e+00,1.322366200000000061e-02,-4.063430199999999992e-01,3.883752930000000103e-01,6.938771280000000097e-01,1.474999908000000026e+00,1.699199042999999909e+00,4.616346021000000022e+00,2.716777673000000171e+00,9.823384300000000124e-02
9.731314690000000267e-01,2.642369994000000055e+00,1.325188899999999934e-02,-4.494915219999999767e-01,4.180311600000000127e-01,7.338443449999999535e-01,1.545331644000000004e+00,1.779898686999999979e+00,5.250987226000000341e+00,2.950160739000000198e+00,1.057249870000000064e-01
9.828335729999999604e-01,2.596836473000000201e+00,1.313284800000000078e-02,-4.175337789999999938e-01,4.269453380000000076e-01,7.224028890000000480e-01,1.491891877000000033e+00,1.819972716000000101e+00,5.046791801000000355e+00,2.773004099000000000e+00,1.085058909999999932e-01
9.752014289999999530e-01,2.467786078000000050e+00,1.393454400000000010e-02,-4.233312770000000058e-01,4.047227070000000149e-01,7.141207029999999678e-01,1.510900649000000096e+00,1.710437187999999997e+00,4.987364805000000345e+00,2.915842125000000173e+00,1.146168399999999976e-01
9.673796169999999695e-01,2.532072867000000116e+00,1.157158399999999934e-02,-3.954078389999999832e-01,4.512882779999999872e-01,7.150904200000000044e-01,1.427392321999999991e+00,1.861911837000000070e+00,5.068446816999999882e+00,2.722173367999999982e+00,1.128473239999999989e-01
9.807533840000000058e-01,2.961891961000000073e+00,1.316347000000000003e-02,-4.156367919999999772e-01,4.496027850000000048e-01,7.442698610000000325e-01,1.523966106000000043e+00,2.082668854000000014e+00,5.177705576000000143e+00,2.486091615999999949e+00,1.158370860000000058e-01
9.795024399999999742e-01,2.991179504999999850e+00,1.515186299999999979e-02,-4.484568389999999960e-01,4.419984410000000197e-01,7.607100890000000337e-01,1.570308210000000093e+00,2.028642629999999780e+00,5.420501033999999940e+00,2.671984188999999787e+00,1.235854329999999945e-01
9.669527119999999920e-01,2.616346103999999784e+00,1.308714000000000058e-02,-4.089527330000000127e-01,4.301379450000000215e-01,7.217578049999999745e-01,1.477944764999999938e+00,1.858145597999999898e+00,4.956008850999999993e+00,2.667180038999999780e+00,1.179019659999999969e-01
9.519065719999999509e-01,2.596351160999999852e+00,1.407246399999999981e-02,-4.258461379999999852e-01,4.146276429999999902e-01,7.230312009999999567e-01,1.510138790999999925e+00,1.812606206000000109e+00,5.298299641999999920e+00,2.923028523000000156e+00,1.134987489999999960e-01
9.832977809999999819e-01,2.628056082000000071e+00,1.278317999999999989e-02,-4.407148020000000166e-01,4.761100369999999860e-01,7.518912370000000456e-01,1.489277390000000034e+00,1.840061654999999963e+00,5.764490283999999853e+00,3.132770181000000154e+00,1.272026330000000094e-01
9.747027329999999878e-01,2.488725486999999958e+00,1.443815099999999976e-02,-4.080452099999999915e-01,4.365301289999999890e-01,7.246483129999999884e-01,1.463746401000000086e+00,1.774450089999999980e+00,5.145339192999999867e+00,2.899680989999999792e+00,1.282944360000000117e-01
9.686280750000000328e-01,2.350767727000000029e+00,1.265222300000000064e-02,-3.915929539999999931e-01,4.048393430000000182e-01,6.917229219999999623e-01,1.442487316000000019e+00,1.696054348999999961e+00,4.721115114999999918e+00,2.783587162999999975e+00,1.050617419999999996e-01
9.743366399999999761e-01,2.678548949000000068e+00,1.421530000000000016e-02,-4.550342319999999829e-01,3.882226970000000055e-01,7.310881200000000080e-01,1.578693933000000049e+00,1.787066123000000006e+00,4.974474515999999902e+00,2.783598464999999855e+00,1.086217030000000000e-01
9.628213020000000455e-01,2.742260023000000047e+00,1.471832099999999949e-02,-4.317075969999999985e-01,4.094563940000000013e-01,7.386354469999999450e-01,1.560293163000000094e+00,1.850560976999999996e+00,4.971947003999999559e+00,2.686724223000000134e+00,1.181726030000000011e-01
9.763128119999999743e-01,2.398948383000000018e+00,1.195991599999999926e-02,-4.158953499999999970e-01,4.264092299999999724e-01,7.139130999999999672e-01,1.477223812999999941e+00,1.674418688999999905e+00,5.274129846000000121e+00,3.149827388999999922e+00,1.033096450000000055e-01
9.898229269999999635e-01,2.258163598999999966e+00,1.263583499999999978e-02,-4.025635730000000079e-01,3.632407870000000094e-01,6.848274269999999886e-01,1.477537690999999986e+00,1.586379749000000006e+00,4.597845997000000295e+00,2.898326203999999962e+00,9.460795299999999464e-02
9.881108910000000467e-01,2.267832729999999852e+00,1.099073799999999990e-02,-4.077642280000000063e-01,4.161883800000000244e-01,7.043914470000000039e-01,1.433563177999999994e+00,1.643009154000000027e+00,5.160856509000000258e+00,3.141100277000000052e+00,1.030187800000000042e-01
9.788516440000000207e-01,2.075929994000000001e+00,1.308871900000000039e-02,-3.717678509999999825e-01,2.867480519999999755e-01,6.183653900000000148e-01,1.461343212999999919e+00,1.467277845999999997e+00,3.562127675000000160e+00,2.427711754999999805e+00,7.392734500000000541e-02
9.718282089999999984e-01,2.370171066999999798e+00,1.322719800000000077e-02,-4.099312150000000154e-01,4.097436440000000180e-01,7.092088949999999503e-01,1.457509249999999978e+00,1.688804425999999914e+00,4.894052410999999658e+00,2.897939119000000119e+00,1.146265010000000056e-01
9.905444930000000259e-01,1.694542811999999898e+00,1.209565899999999992e-02,-3.993561780000000061e-01,2.253124029999999944e-01,5.721414809999999518e-01,1.413183716000000034e+00,1.219606980000000007e+00,3.778218816999999952e+00,3.097898649999999865e+00,6.166093200000000163e-02
9.660648429999999509e-01,2.159202898999999842e+00,1.063940099999999972e-02,-3.836289139999999875e-01,4.033057299999999734e-01,6.722701690000000285e-01,1.365115217999999908e+00,1.636120964999999927e+00,4.667809625000000295e+00,2.852973420000000093e+00,1.026123899999999978e-01
9.726490070000000099e-01,1.988180217000000027e+00,1.327400599999999965e-02,-3.664508810000000061e-01,3.316745680000000029e-01,6.385709489999999988e-01,1.416944484000000060e+00,1.443223931999999987e+00,4.258094685999999740e+00,2.950404709999999930e+00,8.011879700000000548e-02
9.802353499999999498e-01,2.296291713000000012e+00,1.242281899999999988e-02,-3.873295789999999794e-01,3.545464030000000100e-01,6.671862659999999723e-01,1.454197509000000110e+00,1.648927153999999895e+00,4.181163939000000163e+00,2.535687479999999994e+00,9.263054799999999311e-02
9.833145239999999676e-01,2.304653179999999857e+00,1.281260300000000053e-02,-3.916745280000000218e-01,3.802861499999999895e-01,6.833955430000000497e-01,1.461122487999999997e+00,1.650797107000000041e+00,4.436140528000000138e+00,2.687271808999999845e+00,1.084576029999999996e-01
9.847315709999999722e-01,1.958216995999999988e+00,1.210617800000000042e-02,-4.203406740000000252e-01,2.517564050000000164e-01,6.192882819999999677e-01,1.481115573000000074e+00,1.366153222999999972e+00,3.897776059999999987e+00,2.853103146000000034e+00,6.863540199999999813e-02
9.770843070000000408e-01,2.276522293000000197e+00,1.204873899999999928e-02,-3.748459009999999814e-01,4.177020650000000113e-01,6.826700020000000535e-01,1.381886973000000074e+00,1.713772327999999900e+00,4.676149482999999663e+00,2.728571005000000049e+00,1.119000089999999947e-01
9.755335960000000028e-01,2.204130772000000071e+00,1.249599799999999948e-02,-3.927836290000000230e-01,3.711532109999999829e-01,6.714356099999999605e-01,1.438768518999999912e+00,1.587537819000000017e+00,4.351776880000000070e+00,2.741211471000000177e+00,1.056018569999999934e-01
9.746568319999999730e-01,2.537546217000000048e+00,1.333826299999999951e-02,-4.100549549999999988e-01,4.063335559999999846e-01,7.154619100000000342e-01,1.487244761999999998e+00,1.776760502999999991e+00,4.783706422999999930e+00,2.692375484999999902e+00,1.076013829999999949e-01
9.764183229999999769e-01,2.641628848999999946e+00,1.189473800000000019e-02,-4.051047799999999977e-01,4.691183820000000004e-01,7.267287180000000513e-01,1.413051196999999926e+00,1.951878790999999946e+00,5.285343999000000181e+00,2.707823879000000211e+00,1.053638010000000069e-01
9.774392410000000142e-01,2.742932369000000037e+00,1.317873800000000060e-02,-4.033967139999999896e-01,4.030278800000000050e-01,7.165540580000000492e-01,1.511199417999999906e+00,1.944491463999999947e+00,4.717882805000000346e+00,2.426281057000000185e+00,9.461889499999999453e-02
9.801097899999999807e-01,2.613094311999999864e+00,1.150924199999999939e-02,-3.835600880000000212e-01,4.138200810000000063e-01,6.961954719999999819e-01,1.431603645999999896e+00,1.943440639000000081e+00,4.497854449000000088e+00,2.314377068000000204e+00,9.484013099999999419e-02
9.761109449999999521e-01,2.084602644999999921e+00,1.270875599999999987e-02,-3.700134259999999786e-01,3.453452969999999955e-01,6.391844110000000079e-01,1.396133577999999931e+00,1.539474428999999978e+00,4.166175239000000197e+00,2.706232179000000126e+00,8.723549599999999571e-02
9.802420490000000042e-01,2.318783514000000157e+00,1.088981299999999992e-02,-4.036111780000000149e-01,4.057101450000000220e-01,6.829661820000000327e-01,1.401153773999999963e+00,1.721791432000000066e+00,4.801866472999999580e+00,2.788878132999999870e+00,8.547885199999999406e-02
9.766471399999999692e-01,2.303330284999999922e+00,1.210098899999999950e-02,-3.848236640000000097e-01,3.866318400000000044e-01,6.734340760000000481e-01,1.416774551999999909e+00,1.701255532000000015e+00,4.805776702000000178e+00,2.824841190999999974e+00,8.200428599999999568e-02
9.864969359999999909e-01,2.377125020999999894e+00,1.231551000000000000e-02,-3.763337409999999994e-01,4.056389970000000011e-01,6.865932780000000291e-01,1.407933630999999908e+00,1.764175290000000063e+00,4.701272395000000159e+00,2.664855596999999854e+00,9.691201700000000308e-02
9.585587869999999677e-01,2.428873138999999792e+00,1.353217900000000008e-02,-4.105270160000000224e-01,3.909370200000000239e-01,6.995845440000000304e-01,1.468438362000000108e+00,1.721536543000000030e+00,4.684548232000000034e+00,2.721143650000000136e+00,1.125593069999999973e-01
9.767117100000000107e-01,1.880190781999999894e+00,1.316273400000000059e-02,-4.273400749999999859e-01,2.577073169999999913e-01,6.237446660000000032e-01,1.498952010000000001e+00,1.273105091999999994e+00,3.980911379000000139e+00,3.126930686000000126e+00,8.434469799999999573e-02
9.797315490000000349e-01,2.538577030999999984e+00,1.313197399999999938e-02,-4.215801610000000088e-01,3.746376699999999782e-01,7.032629780000000386e-01,1.515590645999999930e+00,1.742368920000000099e+00,4.435116177000000270e+00,2.545451841999999854e+00,9.819898300000000357e-02
9.882697409999999794e-01,2.264478817000000088e+00,1.236552500000000047e-02,-4.259981389999999979e-01,3.890465679999999815e-01,6.984422769999999447e-01,1.488248884999999966e+00,1.557029664000000091e+00,4.777456839000000066e+00,3.068314593000000201e+00,1.105374060000000047e-01
9.706404619999999817e-01,2.621204821000000074e+00,1.338011400000000024e-02,-4.237887100000000129e-01,4.402878900000000151e-01,7.381695179999999690e-01,1.510135519000000093e+00,1.811167216000000080e+00,5.140448282999999563e+00,2.838196405999999783e+00,1.197667210000000065e-01
9.719705520000000432e-01,2.594262700999999893e+00,1.396074500000000010e-02,-4.437594360000000071e-01,3.826155230000000129e-01,7.200936239999999877e-01,1.543735330000000072e+00,1.763380673999999981e+00,4.693791436999999789e+00,2.661814039999999881e+00,1.116459890000000010e-01
9.731129280000000437e-01,2.454330775999999936e+00,1.356141400000000080e-02,-4.421471049999999847e-01,4.118035400000000235e-01,7.182079749999999985e-01,1.482203546000000038e+00,1.718961291999999919e+00,5.142014692000000053e+00,2.991349900999999978e+00,1.082820510000000042e-01
9.810329359999999665e-01,2.183883975000000088e+00,1.223459200000000073e-02,-4.024954530000000030e-01,3.413375599999999843e-01,6.618385049999999659e-01,1.451573408000000009e+00,1.554910864000000004e+00,4.118666504000000117e+00,2.648811966999999878e+00,1.043646629999999964e-01
9.854292449999999537e-01,2.482793526000000028e+00,1.360187600000000059e-02,-4.577247429999999895e-01,4.220003030000000210e-01,7.382597579999999882e-01,1.523027613000000002e+00,1.686803191999999951e+00,5.307356566000000164e+00,3.146399408999999814e+00,1.279251170000000049e-01
9.726956100000000438e-01,2.531903595999999812e+00,1.186402100000000064e-02,-4.562903050000000071e-01,4.691701440000000112e-01,7.467417219999999967e-01,1.465803218000000019e+00,1.781504677000000036e+00,5.648609068999999927e+00,3.170695616000000161e+00,1.234054450000000025e-01
